ID,ComplaintID,ComplaintStatusID,StatusDate
5550,12360,2,5/16/2019
5577,12360,9,5/17/2019
5554,12361,2,5/17/2019
5587,12361,9,5/17/2019
5555,12362,2,5/17/2019
5588,12362,9,5/17/2019
5557,12363,2,5/17/2019
5589,12363,9,5/17/2019
5558,12364,2,5/17/2019
5590,12364,9,5/17/2019
5559,12365,1,5/16/2019
5560,12365,4,5/17/2019
5567,12365,9,5/17/2019
5563,12366,2,5/17/2019
5578,12366,9,5/17/2019
5566,12367,1,5/16/2019
5809,12367,3,5/27/2019
5871,12367,9,5/30/2019
5573,12368,1,5/17/2019
5810,12368,3,5/27/2019
5875,12368,9,5/30/2019
5579,12369,2,5/17/2019
5593,12369,9,5/17/2019
5584,12370,1,5/17/2019
5585,12370,4,5/17/2019
5591,12370,1,5/17/2019
5603,12370,9,5/20/2019
5595,12371,2,5/17/2019
5597,12371,9,5/17/2019
5601,12372,1,5/13/2019
5602,12372,4,5/20/2019
5766,12372,1,5/24/2019
5781,12372,3,5/24/2019
5848,12372,4,5/29/2019
6148,12372,1,6/11/2019
6155,12372,9,6/12/2019
5605,12373,1,5/20/2019
5606,12373,4,5/20/2019
5674,12373,1,5/22/2019
5792,12373,9,5/24/2019
5607,12374,2,5/20/2019
5657,12374,9,5/21/2019
5609,12375,2,5/20/2019
5631,12375,9,5/21/2019
5610,12376,1,5/20/2019
5611,12376,4,5/20/2019
5797,12376,1,5/27/2019
5812,12376,3,5/28/2019
5878,12376,9,5/30/2019
5612,12377,2,5/20/2019
5634,12377,9,5/21/2019
5613,12378,2,5/20/2019
5635,12378,9,5/21/2019
5614,12379,1,5/20/2019
5625,12379,4,5/21/2019
5744,12379,1,5/23/2019
5745,12379,4,5/23/2019
6069,12379,9,6/5/2019
5615,12380,1,5/20/2019
5626,12380,4,5/21/2019
6047,12380,3,6/5/2019
6070,12380,9,6/5/2019
5616,12381,2,5/20/2019
5636,12381,9,5/21/2019
5617,12382,1,5/20/2019
5886,12382,9,5/30/2019
5618,12383,2,5/20/2019
5655,12383,9,5/21/2019
5619,12384,2,5/20/2019
5637,12384,9,5/21/2019
5620,12385,2,5/20/2019
5653,12385,9,5/21/2019
5621,12386,2,5/20/2019
5639,12386,9,5/21/2019
5622,12387,2,5/20/2019
5642,12387,9,5/21/2019
5627,12388,1,5/21/2019
5628,12388,4,5/21/2019
5789,12388,3,5/24/2019
5888,12388,4,5/30/2019
5940,12388,9,5/31/2019
5629,12389,1,5/21/2019
5633,12389,3,5/21/2019
6004,12389,9,6/3/2019
5632,12390,2,5/21/2019
5715,12390,9,5/22/2019
5638,12391,2,5/21/2019
5737,12391,9,5/23/2019
5641,12392,2,5/21/2019
5658,12392,9,5/21/2019
5643,12393,2,5/21/2019
5994,12393,9,6/3/2019
5644,12394,2,5/21/2019
5691,12394,9,5/22/2019
5645,12395,2,5/21/2019
5692,12395,9,5/22/2019
5646,12396,2,5/21/2019
5694,12396,9,5/22/2019
5647,12397,2,5/21/2019
5695,12397,9,5/22/2019
5648,12398,2,5/21/2019
5701,12398,9,5/22/2019
5649,12399,2,5/21/2019
5706,12399,9,5/22/2019
5650,12400,2,5/21/2019
5707,12400,9,5/22/2019
5651,12401,2,5/21/2019
5708,12401,9,5/22/2019
5652,12402,2,5/21/2019
5711,12402,9,5/22/2019
5654,12403,2,5/21/2019
5718,12403,9,5/22/2019
5656,12404,2,5/21/2019
5720,12404,9,5/22/2019
5659,12405,2,5/21/2019
5721,12405,9,5/22/2019
5660,12406,2,5/21/2019
5724,12406,9,5/22/2019
5661,12407,1,5/22/2019
5675,12407,4,5/22/2019
5814,12407,9,5/28/2019
5662,12408,2,5/22/2019
5732,12408,9,5/23/2019
5663,12409,2,5/22/2019
5730,12409,9,5/23/2019
5664,12410,1,5/22/2019
5665,12410,4,5/22/2019
5979,12410,3,5/31/2019
6036,12410,9,6/4/2019
5666,12411,2,5/22/2019
5749,12411,9,5/23/2019
5667,12412,2,5/22/2019
5734,12412,9,5/23/2019
5668,12413,2,5/22/2019
5736,12413,9,5/23/2019
5669,12414,2,5/22/2019
5751,12414,9,5/23/2019
5670,12415,2,5/22/2019
5761,12415,9,5/23/2019
5671,12416,2,5/22/2019
5762,12416,9,5/23/2019
5672,12417,2,5/22/2019
5763,12417,9,5/23/2019
5673,12418,2,5/22/2019
5738,12418,9,5/23/2019
5676,12419,1,5/21/2019
5677,12419,4,5/22/2019
5699,12419,1,5/22/2019
5816,12419,4,5/28/2019
6466,12419,9,7/4/2019
5678,12420,2,5/22/2019
5764,12420,9,5/23/2019
5679,12421,2,5/22/2019
5739,12421,9,5/23/2019
5680,12422,2,5/22/2019
5741,12422,9,5/23/2019
5681,12423,2,5/22/2019
5765,12423,9,5/23/2019
5682,12424,2,5/22/2019
6052,12424,9,6/5/2019
5683,12425,2,5/22/2019
5770,12425,9,5/24/2019
5684,12426,2,5/22/2019
5771,12426,9,5/24/2019
5685,12427,2,5/22/2019
5772,12427,9,5/24/2019
5686,12428,2,5/22/2019
5773,12428,9,5/24/2019
5687,12429,2,5/22/2019
5774,12429,9,5/24/2019
5688,12430,2,5/22/2019
5775,12430,9,5/24/2019
5689,12431,2,5/22/2019
5776,12431,9,5/24/2019
5690,12432,2,5/22/2019
5777,12432,9,5/24/2019
5693,12433,2,5/22/2019
5778,12433,9,5/24/2019
5696,12434,2,5/22/2019
6019,12434,9,6/4/2019
5697,12435,1,5/21/2019
5705,12435,4,5/22/2019
5798,12435,1,5/27/2019
5807,12435,3,5/27/2019
5855,12435,9,5/29/2019
5698,12436,2,5/22/2019
5779,12436,9,5/24/2019
5700,12437,2,5/22/2019
5802,12437,9,5/27/2019
5702,12439,1,5/21/2019
5704,12439,4,5/22/2019
5799,12439,1,5/27/2019
5856,12439,9,5/29/2019
5703,12440,2,5/22/2019
5782,12440,9,5/24/2019
5709,12441,2,5/22/2019
5783,12441,9,5/24/2019
5710,12442,2,5/22/2019
5786,12442,9,5/24/2019
5712,12443,2,5/22/2019
5787,12443,9,5/24/2019
5713,12444,2,5/22/2019
5788,12444,9,5/24/2019
5714,12445,2,5/22/2019
5800,12445,9,5/27/2019
5716,12446,2,5/22/2019
5806,12446,9,5/27/2019
5717,12447,2,5/22/2019
5790,12447,9,5/24/2019
5719,12448,2,5/22/2019
5791,12448,9,5/24/2019
5722,12449,1,5/22/2019
5723,12449,4,5/22/2019
5740,12449,1,5/23/2019
5742,12449,9,5/23/2019
5725,12450,1,5/21/2019
5726,12450,4,5/23/2019
5767,12450,1,5/24/2019
6086,12450,3,6/6/2019
6290,12450,9,6/24/2019
5727,12451,1,5/22/2019
5728,12451,4,5/23/2019
5735,12451,1,5/23/2019
5877,12451,4,5/30/2019
5970,12451,1,5/31/2019
6103,12451,9,6/7/2019
5729,12452,1,5/23/2019
5733,12452,9,5/23/2019
5731,12453,1,5/22/2019
5768,12453,9,5/24/2019
5746,12454,1,5/22/2019
5747,12454,9,5/23/2019
5748,12455,1,5/21/2019
5750,12455,9,5/23/2019
5755,12456,2,5/23/2019
5760,12456,9,5/23/2019
5756,12457,1,5/23/2019
5780,12457,4,5/24/2019
5971,12457,1,5/31/2019
5977,12457,3,5/31/2019
5996,12457,4,6/3/2019
6147,12457,1,6/11/2019
6163,12457,3,6/12/2019
6242,12457,9,6/20/2019
5758,12458,1,5/22/2019
5759,12458,4,5/23/2019
5833,12458,1,5/29/2019
5889,12458,3,5/30/2019
6016,12458,9,6/4/2019
5784,12459,1,5/24/2019
5785,12459,4,5/24/2019
6292,12459,3,6/24/2019
6487,12459,1,7/5/2019
6502,12459,4,7/8/2019
6511,12459,1,7/9/2019
6635,12459,3,7/19/2019
6849,12459,9,8/5/2019
5793,12460,1,5/24/2019
5847,12460,3,5/29/2019
5870,12460,9,5/30/2019
5794,12461,1,5/23/2019
5795,12461,4,5/27/2019
6015,12461,9,6/4/2019
5796,12462,1,5/23/2019
5974,12462,4,5/31/2019
5975,12462,3,5/31/2019
6098,12462,4,6/6/2019
6108,12462,9,6/7/2019
5801,12463,1,5/24/2019
5804,12463,9,5/27/2019
5803,12464,1,5/27/2019
5805,12464,9,5/27/2019
5813,12465,2,5/28/2019
5815,12465,9,5/28/2019
5817,12466,2,5/28/2019
5818,12466,9,5/28/2019
5819,12467,2,5/28/2019
5836,12467,9,5/29/2019
5820,12468,2,5/28/2019
5835,12468,9,5/29/2019
5821,12469,2,5/28/2019
5837,12469,9,5/29/2019
5822,12470,2,5/28/2019
5839,12470,9,5/29/2019
5823,12471,2,5/28/2019
5840,12471,9,5/29/2019
5824,12472,2,5/28/2019
5841,12472,9,5/29/2019
5825,12473,2,5/28/2019
5842,12473,9,5/29/2019
5826,12474,2,5/28/2019
5846,12474,9,5/29/2019
5827,12475,2,5/28/2019
5849,12475,9,5/29/2019
5828,12476,2,5/28/2019
5850,12476,9,5/29/2019
5829,12477,2,5/28/2019
5854,12477,9,5/29/2019
5830,12478,2,5/28/2019
5853,12478,9,5/29/2019
5831,12479,2,5/28/2019
5851,12479,9,5/29/2019
5832,12480,2,5/28/2019
5852,12480,9,5/29/2019
5844,12481,1,5/28/2019
5845,12481,4,5/29/2019
5976,12481,1,5/31/2019
5992,12481,4,6/3/2019
6002,12481,1,6/3/2019
6014,12481,3,6/3/2019
6024,12481,9,6/4/2019
5858,12482,1,5/27/2019
5859,12482,4,5/29/2019
6078,12482,1,6/6/2019
6082,12482,3,6/6/2019
6101,12482,9,6/6/2019
5860,12483,2,5/29/2019
5873,12483,9,5/30/2019
5861,12484,2,5/29/2019
6129,12484,9,6/10/2019
5862,12485,2,5/29/2019
5922,12485,9,5/30/2019
5863,12486,2,5/29/2019
5880,12486,9,5/30/2019
5864,12487,2,5/29/2019
5881,12487,9,5/30/2019
5865,12488,2,5/29/2019
5882,12488,9,5/30/2019
5866,12489,2,5/29/2019
5924,12489,9,5/30/2019
5867,12490,2,5/29/2019
5883,12490,9,5/30/2019
5868,12491,2,5/29/2019
5884,12491,9,5/30/2019
5869,12492,2,5/29/2019
5885,12492,9,5/30/2019
5872,12493,1,5/30/2019
5874,12493,9,5/30/2019
5887,12494,2,5/30/2019
5905,12494,9,5/30/2019
5890,12495,2,5/30/2019
5909,12495,9,5/30/2019
5891,12496,2,5/30/2019
6026,12496,9,6/4/2019
5892,12497,2,5/30/2019
5916,12497,9,5/30/2019
5893,12498,2,5/30/2019
5920,12498,9,5/30/2019
5894,12499,2,5/30/2019
5938,12499,9,5/31/2019
5895,12500,2,5/30/2019
5939,12500,9,5/31/2019
5896,12501,2,5/30/2019
5941,12501,9,5/31/2019
5897,12502,2,5/30/2019
5947,12502,9,5/31/2019
5898,12503,1,5/30/2019
5899,12503,4,5/30/2019
5997,12503,1,6/3/2019
6022,12503,9,6/4/2019
5900,12504,2,5/30/2019
5948,12504,9,5/31/2019
5901,12505,2,5/30/2019
5942,12505,9,5/31/2019
5902,12506,2,5/30/2019
5949,12506,9,5/31/2019
5903,12507,2,5/30/2019
5950,12507,9,5/31/2019
5904,12508,1,5/30/2019
5906,12508,4,5/30/2019
6088,12508,9,6/6/2019
5907,12509,2,5/30/2019
5951,12509,9,5/31/2019
5908,12510,2,5/30/2019
5952,12510,9,5/31/2019
5910,12511,2,5/30/2019
5954,12511,9,5/31/2019
5911,12512,2,5/30/2019
5956,12512,9,5/31/2019
5912,12513,2,5/30/2019
5957,12513,9,5/31/2019
5913,12514,2,5/30/2019
5959,12514,9,5/31/2019
5914,12515,2,5/30/2019
5961,12515,9,5/31/2019
5915,12516,2,5/30/2019
6041,12516,9,6/4/2019
5917,12517,2,5/30/2019
5985,12517,9,5/31/2019
5918,12518,2,5/30/2019
5986,12518,9,5/31/2019
5919,12519,2,5/30/2019
5984,12519,9,5/31/2019
5921,12520,2,5/30/2019
5995,12520,9,6/3/2019
5923,12521,2,5/30/2019
5998,12521,9,6/3/2019
5925,12522,2,5/30/2019
5999,12522,9,6/3/2019
5926,12523,2,5/30/2019
5964,12523,9,5/31/2019
5927,12524,2,5/30/2019
5983,12524,9,5/31/2019
5928,12525,2,5/30/2019
5943,12525,9,5/31/2019
5929,12526,2,5/30/2019
5965,12526,9,5/31/2019
5930,12527,2,5/30/2019
5966,12527,9,5/31/2019
5931,12528,2,5/30/2019
6000,12528,9,6/3/2019
5932,12529,2,5/30/2019
5944,12529,9,5/31/2019
5933,12530,2,5/30/2019
5945,12530,9,5/31/2019
5934,12531,2,5/30/2019
6003,12531,9,6/3/2019
5935,12532,2,5/30/2019
6006,12532,9,6/3/2019
5936,12533,2,5/30/2019
5968,12533,9,5/31/2019
5937,12534,2,5/31/2019
6009,12534,9,6/3/2019
5946,12535,1,5/24/2019
5972,12535,9,5/31/2019
5953,12536,1,5/29/2019
6089,12536,3,6/6/2019
6494,12536,9,7/8/2019
5955,12537,1,5/30/2019
5989,12537,4,6/3/2019
6045,12537,1,6/5/2019
6109,12537,9,6/7/2019
5958,12538,1,5/29/2019
5960,12538,4,5/31/2019
5990,12538,1,6/3/2019
6223,12538,3,6/18/2019
6297,12538,9,6/25/2019
5962,12539,2,5/31/2019
6013,12539,9,6/3/2019
5963,12540,2,5/31/2019
5969,12540,9,5/31/2019
5967,12541,1,5/29/2019
6136,12541,9,6/11/2019
5973,12542,2,5/31/2019
6049,12542,9,6/5/2019
5978,12543,2,5/31/2019
6028,12543,9,6/4/2019
5980,12544,2,5/31/2019
6027,12544,9,6/4/2019
5981,12545,1,5/31/2019
5987,12545,4,5/31/2019
6248,12545,9,6/20/2019
5982,12547,1,5/31/2019
5988,12547,4,5/31/2019
6029,12547,1,6/4/2019
6063,12547,3,6/5/2019
6249,12547,9,6/20/2019
5991,12548,1,5/31/2019
5993,12548,9,6/3/2019
6005,12549,2,6/3/2019
6030,12549,9,6/4/2019
6007,12550,2,5/31/2019
6043,12550,9,6/5/2019
6008,12551,2,6/3/2019
6031,12551,9,6/4/2019
6010,12552,2,6/3/2019
6032,12552,9,6/4/2019
6011,12553,2,6/3/2019
6033,12553,9,6/4/2019
6012,12554,2,6/3/2019
6037,12554,9,6/4/2019
6017,12555,1,6/3/2019
6263,12555,3,6/21/2019
6408,12555,9,7/1/2019
6020,12556,1,6/4/2019
6050,12556,4,6/5/2019
6084,12556,1,6/6/2019
6224,12556,3,6/18/2019
6373,12556,9,6/27/2019
6021,12559,1,6/4/2019
6225,12559,3,6/18/2019
6374,12559,9,6/27/2019
6023,12560,1,6/3/2019
6025,12560,4,6/4/2019
6046,12560,1,6/5/2019
6048,12560,3,6/5/2019
6073,12560,9,6/6/2019
6034,12561,1,6/4/2019
6035,12561,4,6/4/2019
6085,12561,1,6/6/2019
6097,12561,9,6/6/2019
6038,12562,2,6/4/2019
6042,12562,9,6/4/2019
6039,12563,1,6/4/2019
6040,12563,4,6/4/2019
6087,12563,3,6/6/2019
6402,12563,1,6/28/2019
6404,12563,9,6/28/2019
6051,12564,1,6/5/2019
6053,12564,4,6/5/2019
6143,12564,1,6/11/2019
6275,12564,3,6/24/2019
6313,12564,9,6/25/2019
6054,12565,1,6/4/2019
6122,12565,4,6/10/2019
6185,12565,1,6/13/2019
6188,12565,9,6/13/2019
6055,12566,2,6/5/2019
6099,12566,9,6/6/2019
6056,12567,2,6/5/2019
6071,12567,9,6/6/2019
6057,12568,2,6/5/2019
6072,12568,9,6/6/2019
6058,12569,2,6/5/2019
6074,12569,9,6/6/2019
6059,12570,2,6/5/2019
6100,12570,9,6/6/2019
6060,12571,2,6/5/2019
6090,12571,9,6/6/2019
6061,12572,2,6/5/2019
6077,12572,9,6/6/2019
6062,12573,1,6/5/2019
6161,12573,9,6/12/2019
6065,12574,2,6/5/2019
6102,12574,9,6/6/2019
6066,12575,2,6/5/2019
6081,12575,9,6/6/2019
6067,12576,2,6/5/2019
6095,12576,9,6/6/2019
6075,12577,1,6/6/2019
6146,12577,9,6/11/2019
6076,12578,1,6/5/2019
6080,12578,4,6/6/2019
6246,12578,9,6/20/2019
6079,12579,1,6/5/2019
6083,12579,4,6/6/2019
6112,12579,1,6/7/2019
6170,12579,9,6/12/2019
6091,12580,1,6/5/2019
6092,12580,4,6/6/2019
6093,12580,1,6/6/2019
6094,12580,9,6/6/2019
6096,12581,1,6/6/2019
6191,12581,3,6/13/2019
6503,12581,9,7/8/2019
6104,12582,1,6/7/2019
6105,12582,4,6/7/2019
6187,12582,9,6/13/2019
6106,12583,1,6/6/2019
6107,12583,4,6/7/2019
6177,12583,9,6/12/2019
6110,12584,1,6/7/2019
6111,12584,4,6/7/2019
6119,12584,9,6/10/2019
6113,12585,2,6/7/2019
6125,12585,9,6/10/2019
6114,12586,2,6/7/2019
6128,12586,9,6/10/2019
6115,12587,2,6/7/2019
6133,12587,9,6/10/2019
6116,12588,1,6/7/2019
6117,12588,4,6/7/2019
6213,12588,9,6/14/2019
6120,12589,1,6/10/2019
6121,12589,9,6/10/2019
6123,12590,1,6/7/2019
6124,12590,4,6/10/2019
6499,12590,1,7/8/2019
6500,12590,4,7/8/2019
6501,12590,1,7/8/2019
6504,12590,3,7/8/2019
6606,12590,9,7/16/2019
6126,12591,1,6/10/2019
6127,12591,4,6/10/2019
6489,12591,9,7/5/2019
6130,12592,1,5/21/2019
6131,12592,9,6/10/2019
6132,12593,1,6/10/2019
6134,12593,4,6/10/2019
6164,12593,9,6/12/2019
6135,12594,1,6/10/2019
6180,12594,4,6/12/2019
6226,12594,1,6/18/2019
6279,12594,3,6/24/2019
6505,12594,9,7/8/2019
6137,12595,1,6/10/2019
6138,12595,4,6/11/2019
6145,12595,1,6/11/2019
6181,12595,9,6/13/2019
6139,12596,1,6/10/2019
6140,12596,4,6/11/2019
6156,12596,1,6/12/2019
6262,12596,3,6/21/2019
6405,12596,9,7/1/2019
6141,12597,1,6/11/2019
6142,12597,4,6/11/2019
6144,12597,1,6/11/2019
6182,12597,9,6/13/2019
6149,12598,1,6/11/2019
6162,12598,4,6/12/2019
6169,12598,1,6/12/2019
6189,12598,4,6/13/2019
6260,12598,1,6/21/2019
6302,12598,3,6/25/2019
6515,12598,9,7/9/2019
6150,12599,1,6/10/2019
6151,12599,4,6/11/2019
6171,12599,1,6/12/2019
6464,12599,9,7/4/2019
6152,12600,1,6/10/2019
6153,12600,4,6/11/2019
6463,12600,9,7/4/2019
6154,12601,1,6/10/2019
6271,12601,9,6/24/2019
6157,12602,1,6/7/2019
6158,12602,4,6/12/2019
6228,12602,9,6/18/2019
6159,12603,1,6/12/2019
6160,12603,4,6/12/2019
6274,12603,3,6/24/2019
6276,12603,9,6/24/2019
6165,12604,1,6/11/2019
6168,12604,4,6/12/2019
6231,12604,3,6/19/2019
6414,12604,9,7/1/2019
6166,12605,1,6/11/2019
6167,12605,4,6/12/2019
6308,12605,1,6/25/2019
6323,12605,9,6/26/2019
6172,12606,1,6/12/2019
6173,12606,4,6/12/2019
6209,12606,3,6/14/2019
6417,12606,9,7/1/2019
6174,12607,1,6/12/2019
6175,12607,4,6/12/2019
6207,12607,9,6/14/2019
6176,12608,2,6/12/2019
6186,12608,9,6/13/2019
6178,12609,1,6/12/2019
6179,12609,4,6/12/2019
6227,12609,1,6/18/2019
6273,12609,3,6/24/2019
6312,12609,9,6/25/2019
6183,12610,1,6/12/2019
6184,12610,4,6/13/2019
6229,12610,1,6/19/2019
6230,12610,9,6/19/2019
6190,12611,2,6/13/2019
6194,12611,9,6/13/2019
6192,12612,2,6/13/2019
6206,12612,9,6/14/2019
6193,12613,2,6/13/2019
6195,12613,9,6/13/2019
6196,12614,2,6/13/2019
6201,12614,9,6/13/2019
6197,12615,2,6/13/2019
6202,12615,9,6/13/2019
6198,12616,2,6/13/2019
6203,12616,9,6/13/2019
6199,12617,2,6/13/2019
6204,12617,9,6/13/2019
6200,12618,2,6/13/2019
6205,12618,9,6/13/2019
6210,12619,1,6/13/2019
6211,12619,4,6/14/2019
6264,12619,1,6/21/2019
6335,12619,3,6/26/2019
6426,12619,9,7/2/2019
6212,12620,1,6/14/2019
6216,12620,4,6/18/2019
6307,12620,1,6/25/2019
6431,12620,3,7/2/2019
6433,12620,9,7/2/2019
6214,12621,1,6/14/2019
6309,12621,3,6/25/2019
6555,12621,4,7/11/2019
6636,12621,9,7/19/2019
6217,12622,1,6/14/2019
6218,12622,4,6/18/2019
6399,12622,1,6/28/2019
6401,12622,3,6/28/2019
6440,12622,9,7/2/2019
6219,12623,1,6/14/2019
6338,12623,4,6/26/2019
6367,12623,3,6/27/2019
6438,12623,9,7/2/2019
6220,12624,1,6/14/2019
6340,12624,4,6/26/2019
6368,12624,3,6/27/2019
6439,12624,9,7/2/2019
6221,12625,2,6/18/2019
6222,12625,9,6/18/2019
6232,12626,1,6/19/2019
6233,12626,4,6/19/2019
6266,12626,9,6/21/2019
6234,12627,1,6/19/2019
6235,12627,4,6/19/2019
6238,12627,9,6/20/2019
6236,12628,2,6/19/2019
6270,12628,9,6/24/2019
6237,12629,2,6/19/2019
6272,12629,9,6/24/2019
6239,12630,1,6/19/2019
6241,12630,9,6/20/2019
6240,12631,1,6/12/2019
6243,12631,3,6/20/2019
6277,12631,9,6/24/2019
6244,12632,1,6/19/2019
6245,12632,4,6/20/2019
6247,12632,9,6/20/2019
6250,12633,1,6/20/2019
6251,12633,4,6/20/2019
6484,12633,1,7/5/2019
6628,12633,9,7/18/2019
6252,12634,1,6/18/2019
6253,12634,4,6/21/2019
6435,12634,1,7/2/2019
6507,12634,3,7/8/2019
6860,12634,9,8/6/2019
6254,12635,1,6/21/2019
6332,12635,4,6/26/2019
6694,12635,3,7/25/2019
6697,12635,4,7/26/2019
6698,12635,3,7/26/2019
6796,12635,9,7/31/2019
6255,12636,1,6/18/2019
6256,12636,4,6/21/2019
6383,12636,1,6/28/2019
6394,12636,3,6/28/2019
6406,12636,1,7/1/2019
6409,12636,4,7/1/2019
6465,12636,9,7/4/2019
6257,12637,1,6/21/2019
6258,12637,4,6/21/2019
6304,12637,3,6/25/2019
6878,12637,9,8/7/2019
6259,12638,1,6/19/2019
6261,12638,4,6/21/2019
6281,12638,3,6/24/2019
6343,12638,9,6/26/2019
6265,12639,2,6/21/2019
6267,12639,9,6/21/2019
6268,12640,1,6/20/2019
6269,12640,4,6/24/2019
6357,12640,1,6/27/2019
6365,12640,3,6/27/2019
6481,12640,9,7/4/2019
6278,12641,1,6/21/2019
6329,12641,4,6/26/2019
6520,12641,1,7/10/2019
6559,12641,4,7/11/2019
6593,12641,9,7/15/2019
6280,12642,2,6/24/2019
6284,12642,9,6/24/2019
6282,12643,2,6/24/2019
6294,12643,9,6/24/2019
6283,12644,2,6/24/2019
6285,12644,9,6/24/2019
6286,12645,2,6/24/2019
6288,12645,9,6/24/2019
6287,12646,2,6/24/2019
6291,12646,9,6/24/2019
6289,12647,2,6/24/2019
6293,12647,9,6/24/2019
6295,12648,1,6/21/2019
6296,12648,4,6/24/2019
6400,12648,3,6/28/2019
6449,12648,9,7/3/2019
6298,12649,1,6/11/2019
6299,12649,9,6/25/2019
6300,12650,2,6/25/2019
6303,12650,9,6/25/2019
6305,12651,1,6/25/2019
6306,12651,4,6/25/2019
6334,12651,9,6/26/2019
6310,12652,1,6/24/2019
6395,12652,3,6/28/2019
6410,12652,4,7/1/2019
6416,12652,1,7/1/2019
6436,12652,9,7/2/2019
6314,12653,2,6/25/2019
6342,12653,9,6/26/2019
6315,12654,2,6/25/2019
6341,12654,9,6/26/2019
6316,12655,2,6/25/2019
6325,12655,9,6/26/2019
6317,12656,2,6/25/2019
6326,12656,9,6/26/2019
6318,12657,2,6/25/2019
6327,12657,9,6/26/2019
6319,12658,2,6/25/2019
6328,12658,9,6/26/2019
6320,12659,2,6/25/2019
6330,12659,9,6/26/2019
6321,12660,2,6/25/2019
6331,12660,9,6/26/2019
6322,12661,2,6/25/2019
6369,12661,9,6/27/2019
6324,12662,1,6/25/2019
6359,12662,4,6/27/2019
6378,12662,1,6/27/2019
6519,12662,4,7/10/2019
6521,12662,3,7/10/2019
6889,12662,9,8/8/2019
6333,12663,2,6/26/2019
6339,12663,9,6/26/2019
6336,12664,1,6/26/2019
6337,12664,4,6/26/2019
6486,12664,1,7/5/2019
6488,12664,9,7/5/2019
6344,12665,2,6/26/2019
6348,12665,9,6/26/2019
6345,12666,2,6/26/2019
6349,12666,9,6/26/2019
6346,12667,2,6/26/2019
6350,12667,9,6/26/2019
6347,12668,2,6/26/2019
6351,12668,9,6/26/2019
6352,12669,2,6/26/2019
6496,12669,9,7/8/2019
6353,12670,2,6/26/2019
6403,12670,9,6/28/2019
6354,12671,2,6/26/2019
6358,12671,9,6/27/2019
6355,12672,2,6/26/2019
6360,12672,9,6/27/2019
6356,12673,2,6/26/2019
6361,12673,9,6/27/2019
6362,12674,1,6/26/2019
6363,12674,4,6/27/2019
6605,12674,1,7/16/2019
6631,12674,4,7/18/2019
6689,12674,3,7/24/2019
6696,12674,4,7/26/2019
6726,12674,3,7/29/2019
6853,12674,9,8/5/2019
6364,12675,2,6/27/2019
6376,12675,9,6/27/2019
6366,12676,1,6/27/2019
6389,12676,3,6/28/2019
6478,12676,4,7/4/2019
6645,12676,3,7/22/2019
6721,12676,9,7/29/2019
6370,12681,1,6/27/2019
6390,12681,3,6/28/2019
6451,12681,4,7/3/2019
6644,12681,3,7/22/2019
6720,12681,9,7/29/2019
6371,12682,2,6/27/2019
6377,12682,9,6/27/2019
6372,12683,1,6/26/2019
6396,12683,3,6/28/2019
6444,12683,4,7/3/2019
6475,12683,9,7/4/2019
6375,12684,2,6/27/2019
6379,12684,9,6/27/2019
6380,12685,2,6/27/2019
6381,12685,9,6/27/2019
6382,12686,1,6/27/2019
6446,12686,9,7/3/2019
6384,12687,2,6/28/2019
6397,12687,9,6/28/2019
6385,12688,2,6/28/2019
6393,12688,9,6/28/2019
6386,12689,1,6/28/2019
6388,12689,4,6/28/2019
6407,12689,1,7/1/2019
6434,12689,3,7/2/2019
6479,12689,9,7/4/2019
6387,12690,2,6/28/2019
6432,12690,9,7/2/2019
6391,12691,2,6/28/2019
6398,12691,9,6/28/2019
6392,12692,2,6/28/2019
6470,12692,9,7/4/2019
6411,12693,1,6/28/2019
6413,12693,4,7/1/2019
6437,12693,9,7/2/2019
6412,12694,1,7/1/2019
6423,12694,9,7/2/2019
6415,12695,2,7/1/2019
6445,12695,9,7/3/2019
6418,12696,2,7/1/2019
6424,12696,9,7/2/2019
6419,12697,2,7/1/2019
6427,12697,9,7/2/2019
6420,12698,2,7/1/2019
6428,12698,9,7/2/2019
6421,12699,2,7/1/2019
6429,12699,9,7/2/2019
6422,12700,2,7/1/2019
6430,12700,9,7/2/2019
6425,12701,1,6/28/2019
6516,12701,4,7/9/2019
6522,12701,1,7/10/2019
6525,12701,9,7/10/2019
6441,12702,1,7/2/2019
6476,12702,3,7/4/2019
6477,12702,9,7/4/2019
6442,12703,1,7/2/2019
6443,12703,4,7/3/2019
6450,12703,9,7/3/2019
6447,12704,2,7/3/2019
6448,12704,9,7/3/2019
6452,12705,2,7/3/2019
6469,12705,9,7/4/2019
6453,12706,2,7/3/2019
6457,12706,9,7/3/2019
6454,12707,2,7/3/2019
6459,12707,9,7/3/2019
6455,12708,2,7/3/2019
6460,12708,9,7/3/2019
6456,12709,2,7/3/2019
6461,12709,9,7/3/2019
6458,12710,2,7/3/2019
6462,12710,9,7/3/2019
6467,12711,1,7/3/2019
6468,12711,4,7/4/2019
6485,12711,1,7/5/2019
6492,12711,9,7/8/2019
6471,12712,1,7/4/2019
6472,12712,4,7/4/2019
6574,12712,1,7/12/2019
6642,12712,4,7/22/2019
6656,12712,1,7/23/2019
6729,12712,3,7/29/2019
6765,12712,9,7/30/2019
6473,12713,1,7/4/2019
6474,12713,4,7/4/2019
6480,12713,1,7/4/2019
6514,12713,9,7/9/2019
